account length,phone number,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn,state_encoded,total_call_minutes,total_charges,call_intensity,call_minutes_category
0.6764894644252236,0.27022696083825837,-0.3275804788134784,1.6170861022342151,1.23488273525042,1.5667669524156402,0.47664315206027325,1.5670362532586062,-0.0706096195654979,-0.05594035001691743,-0.07042665429713256,0.866743222365615,-0.46549436450784004,0.8660285110202663,-0.08500822876431835,-0.6011950896927287,-0.08569049528844341,-0.4279320210630442,0,0.2152157868660092,2.362900555215757,2.276947614693296,-52.753251398392926,Very High
0.14906504689790892,-0.09457943629339043,-0.3275804788134784,1.6170861022342151,1.307948438976426,-0.33373776358506707,1.1245028401090713,-0.33401296910689243,-0.10808035589345667,0.14486652839599137,-0.10754944386278939,1.0585707388766072,0.147824669714573,1.0593899388537322,1.2404816915093573,-0.6011950896927287,1.2411686024880155,-0.4279320210630442,0,0.8883552286249851,0.6167526193980835,1.858996128372066,0.4351927843084107,High
0.9025285005083584,-0.5705946211546302,-0.3275804788134784,-0.6183962614101809,-0.5917598578997326,1.1683036448096946,0.6759845945368265,1.1684640015240217,-1.5733833607183667,0.49627856561858175,-1.5738996317062333,-0.7568690565573161,0.19893458923310742,-0.755570736037664,0.7031209130200292,0.21153386343883274,0.6971563723996672,-1.1882184955849666,0,0.04693092642626524,-1.1619487724659883,-0.4638499938202083,-0.8473969367176677,Low
-0.42859026753676904,0.04261271305526382,3.052684957363994,-0.6183962614101809,-0.5917598578997326,2.196596051534714,-1.4669359120861205,2.1967588081671776,-2.742864762954129,-0.6081592656524166,-2.7432675030244225,-0.07855113734834458,-0.5677142035449089,-0.0788057386205334,-1.3030259933401285,1.0242628165703942,-1.3064008652427856,0.33235445345887815,0,0.8883552286249851,-0.62481984876776,-1.931715298720564,0.2364225937719066,Medium
-0.6546293036199039,-1.6172044271705002,3.052684957363994,-0.6183962614101809,-0.5917598578997326,-0.24008970511546712,0.6261492339176882,-0.24004064959223417,-1.0389323320406403,1.0986992008573082,-1.0379393573520634,-0.2763114636483362,1.0678032210481925,-0.27656174435930514,-0.04918417686502994,-0.6011950896927287,-0.0458847223551499,1.0926409279808005,0,-0.5420660851128387,-1.5553335008044435,-1.6004264736587528,-0.5569378828760433,Low
0.425334979888407,0.6100893308156065,3.052684957363994,-0.6183962614101809,-0.5917598578997326,0.801056356693616,-0.12138117536938636,0.8012158562943227,0.38692779243904984,0.04446308918953697,0.3866476922300166,0.05988109106164956,0.9144734624925892,0.06182075434926016,-1.410498149037994,0.6178983400046135,-1.4125495930649026,-1.1882184955849666,0,1.0566400890647292,1.2478652401943156,-0.16286529019130302,1.4898898335390396,Very High
0.5006813252494521,-0.6433480336880074,-0.3275804788134784,1.6170861022342151,1.1618170315244136,0.7055720617834352,-0.6197347815607693,0.7050832535724317,2.9092999905158465,0.39587512641212735,2.908677208346826,0.23193257494264202,0.9144734624925892,0.23320929265619617,-0.9806095262465316,1.0242628165703942,-0.9746860907986713,1.0926409279808005,0,-0.20549636423335071,3.846804627241924,2.8722836637767823,5.5701241219553195,Very High
1.1536829850451749,-1.648384461113376,3.052684957363994,-0.6183962614101809,-0.5917598578997326,-0.41820463985176504,-1.0682530271330142,-0.4182640141889995,-1.9303414278426048,-0.30694894803305345,-1.9312064812756802,0.21611174883864304,-0.20994476691516792,0.21563098103497158,-1.123905733843686,0.6178983400046135,-1.1206405915540816,-1.1882184955849666,0,-0.37378122467309466,-2.1324343188557267,-3.25448010598379,1.3452598817797297,Low
0.4002195314347254,-1.4290848890484817,-0.3275804788134784,-0.6183962614101809,-0.5917598578997326,0.08676038130784304,-0.17121653598852465,0.08724225630364438,2.9704364550509377,-1.0097730224782342,2.971321915738872,0.29521587935863974,-0.5166042840263745,0.29473338333048105,-0.5507209034550695,-0.194830613126948,-0.550091179510204,-0.4279320210630442,0,-1.3834903873115585,3.3524127157174206,2.803206375862793,-1.9748025892895407,Very High
1.0029902943230848,-1.6099290859171624,3.052684957363994,1.6170861022342151,2.111671179962493,1.4474115837779147,-0.8190762240373225,1.4471405352571458,0.41453780868070367,0.546480285221809,0.41448978440425943,2.4824450882365463,-0.1588348473966335,2.483233180172891,0.3448803940271438,0.21153386343883274,0.3389044160000232,-1.1882184955849666,0,3.2443432747814005,4.344394480695165,4.68376791583432,-10.069736837368163,Very High
